"","X.1","Label","Area","Mean","StdDev","X","Y","XM","YM","BX","BY","Width","Height","Circ.","IntDen","RawIntDen","AR","Round","Solidity","Image"
"1763",50,"red_thresholded",10,255,0,36.6,655,36.6,655,35,653,3,4,0.806,2550,2550,1.285,0.778,0.87,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1764",51,"red_thresholded",10,255,0,309.5,669.2,309.5,669.2,307,667,4,4,0.806,2550,2550,1.151,0.869,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1765",52,"red_thresholded",32,255,0,166.688,670.781,166.688,670.781,163,668,7,6,0.865,8160,8160,1.425,0.702,0.877,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1766",53,"red_thresholded",19,255,0,120.026,729.658,120.026,729.658,117,727,6,5,0.916,4845,4845,1.369,0.73,0.809,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1767",54,"red_thresholded",10,255,0,204.5,738,204.5,738,203,736,3,4,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1768",55,"red_thresholded",10,255,0,234.5,743.7,234.5,743.7,233,742,3,4,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1769",56,"red_thresholded",13,255,0,117.962,796.885,117.962,796.885,116,795,4,4,1,3315,3315,1.45,0.69,0.897,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1770",57,"red_thresholded",14,255,0,217.143,833.214,217.143,833.214,215,831,4,4,1,3570,3570,1.239,0.807,0.933,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1771",58,"red_thresholded",12,255,0,238.5,909.917,238.5,909.917,236,908,5,4,0.851,3060,3060,1.699,0.588,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1772",59,"red_thresholded",12,255,0,73,943,73,943,71,941,4,4,1,3060,3060,1,1,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1773",1,"red_thresholded",10,255,0,478,90.5,478,90.5,476,89,4,3,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1774",2,"red_thresholded",12,255,0,280.917,107.5,280.917,107.5,279,105,4,5,0.851,3060,3060,1.699,0.588,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1775",3,"red_thresholded",10,255,0,94.2,229.8,94.2,229.8,92,228,4,4,0.982,2550,2550,1.241,0.806,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1776",4,"red_thresholded",15,255,0,581.1,259.9,581.1,259.9,579,258,4,4,1,3825,3825,1.137,0.88,0.968,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1777",5,"red_thresholded",10,255,0,336.2,274.2,336.2,274.2,334,272,4,5,0.709,2550,2550,2.099,0.476,0.741,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1778",6,"red_thresholded",27,255,0,12.796,293.981,12.796,293.981,9,291,7,6,0.943,6885,6885,1.329,0.752,0.844,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1779",7,"red_thresholded",10,255,0,329.3,308.4,329.3,308.4,327,307,4,3,1,2550,2550,1.288,0.776,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1780",8,"red_thresholded",23,255,0,326.457,346.587,326.457,346.587,323,344,6,5,0.964,5865,5865,1.149,0.87,0.902,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1781",9,"red_thresholded",17,255,0,297.382,355.088,297.382,355.088,295,353,5,4,1,4335,4335,1.263,0.792,0.919,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1782",10,"red_thresholded",11,255,0,445.773,451.045,445.773,451.045,443,449,5,4,0.78,2805,2805,1.599,0.626,0.733,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1783",11,"red_thresholded",10,255,0,511.8,468.2,511.8,468.2,510,466,4,4,0.982,2550,2550,1.241,0.806,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1784",12,"red_thresholded",16,255,0,712.625,482.438,712.625,482.438,710,480,5,5,1,4080,4080,1.245,0.803,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1785",13,"red_thresholded",20,255,0,591.2,496.4,591.2,496.4,588,493,6,6,0.815,5100,5100,1.266,0.79,0.784,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1786",14,"red_thresholded",21,255,0,465.5,502.5,465.5,502.5,463,500,5,5,1,5355,5355,1,1,0.913,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1787",15,"red_thresholded",10,255,0,624.1,504.2,624.1,504.2,622,502,4,4,0.887,2550,2550,1.363,0.734,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1788",16,"red_thresholded",10,255,0,593.3,522.1,593.3,522.1,591,520,4,4,0.982,2550,2550,1.587,0.63,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1789",17,"red_thresholded",10,255,0,562.5,529.3,562.5,529.3,561,527,3,4,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1790",18,"red_thresholded",48,255,0,669.354,545.188,669.354,545.188,664,541,12,8,0.567,12240,12240,2.584,0.387,0.744,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1791",19,"red_thresholded",16,255,0,640.438,556.938,640.438,556.938,638,555,5,4,0.958,4080,4080,1.532,0.653,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1792",20,"red_thresholded",11,255,0,513.773,647.682,513.773,647.682,512,646,4,4,0.976,2805,2805,1.147,0.871,0.815,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1793",21,"red_thresholded",11,255,0,827.864,677.591,827.864,677.591,826,676,4,3,1,2805,2805,1.372,0.729,0.957,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1794",22,"red_thresholded",10,255,0,723.5,685.3,723.5,685.3,722,683,3,4,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1795",23,"red_thresholded",16,255,0,864.562,699.812,864.562,699.812,862,697,5,5,0.927,4080,4080,1.18,0.847,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1796",24,"red_thresholded",10,255,0,740.7,701.5,740.7,701.5,739,700,4,3,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1797",25,"red_thresholded",13,255,0,848.885,707.423,848.885,707.423,847,705,4,5,0.922,3315,3315,1.069,0.936,0.788,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1798",26,"red_thresholded",11,255,0,1000.409,804.136,1000.409,804.136,999,802,3,4,1,2805,2805,1.372,0.729,0.957,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"1799",1,"red_thresholded",10,255,0,478,90.5,478,90.5,476,89,4,3,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1800",2,"red_thresholded",10,255,0,712.7,101.5,712.7,101.5,711,100,4,3,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1801",3,"red_thresholded",15,255,0,280.633,107.7,280.633,107.7,278,105,5,5,0.942,3825,3825,1.33,0.752,0.789,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1802",4,"red_thresholded",13,255,0,176.346,120.654,176.346,120.654,174,119,5,4,0.922,3315,3315,1.413,0.708,0.812,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1803",5,"red_thresholded",11,255,0,181.591,149.136,181.591,149.136,179,147,5,4,0.853,2805,2805,1.432,0.698,0.759,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1804",6,"red_thresholded",18,255,0,198.5,152,198.5,152,196,150,5,4,1,4590,4590,1.362,0.734,0.947,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1805",7,"red_thresholded",17,255,0,410.206,213.265,410.206,213.265,408,210,4,6,0.845,4335,4335,1.673,0.598,0.829,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1806",8,"red_thresholded",15,255,0,351.367,217.5,351.367,217.5,349,215,5,5,0.869,3825,3825,1.211,0.825,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1807",9,"red_thresholded",29,255,0,443.431,222.121,443.431,222.121,441,218,5,9,0.691,7395,7395,1.861,0.537,0.806,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1808",10,"red_thresholded",31,255,0,458.565,228.371,458.565,228.371,454,225,8,7,0.304,7905,7905,1.103,0.906,0.667,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1809",11,"red_thresholded",10,255,0,94.2,229.8,94.2,229.8,92,228,4,4,0.982,2550,2550,1.241,0.806,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1810",12,"red_thresholded",14,255,0,474.571,236.643,474.571,236.643,472,235,5,4,0.911,3570,3570,1.157,0.864,0.848,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1811",13,"red_thresholded",10,255,0,480.8,247.2,480.8,247.2,479,245,4,4,0.982,2550,2550,1.241,0.806,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1812",14,"red_thresholded",19,255,0,485.763,255.868,485.763,255.868,483,253,6,6,0.725,4845,4845,1.554,0.644,0.76,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1813",15,"red_thresholded",15,255,0,581.1,259.9,581.1,259.9,579,258,4,4,1,3825,3825,1.137,0.88,0.968,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1814",16,"red_thresholded",42,255,0,496.714,269.69,496.714,269.69,492,265,9,9,0.778,10710,10710,2.259,0.443,0.808,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1815",17,"red_thresholded",10,255,0,337.4,274.5,337.4,274.5,336,272,3,5,0.806,2550,2550,2.51,0.398,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1816",18,"red_thresholded",27,255,0,12.685,294.019,12.685,294.019,9,291,7,6,0.943,6885,6885,1.497,0.668,0.831,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1817",19,"red_thresholded",10,255,0,346,303.5,346,303.5,344,301,4,5,0.709,2550,2550,1.894,0.528,0.714,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1818",20,"red_thresholded",10,255,0,511.2,303,511.2,303,509,301,4,4,0.887,2550,2550,1.643,0.608,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1819",21,"red_thresholded",10,255,0,328.9,308.2,328.9,308.2,327,306,4,4,0.982,2550,2550,1.028,0.973,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1820",22,"red_thresholded",30,255,0,326.167,346.5,326.167,346.5,323,343,6,7,0.929,7650,7650,1.052,0.95,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1821",23,"red_thresholded",12,255,0,537.083,350.917,537.083,350.917,535,348,4,5,0.781,3060,3060,1.426,0.701,0.774,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1822",24,"red_thresholded",16,255,0,297.25,355.062,297.25,355.062,295,353,5,4,1,4080,4080,1.234,0.81,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1823",25,"red_thresholded",10,255,0,445.8,450.9,445.8,450.9,443,449,5,3,0.806,2550,2550,1.894,0.528,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1824",26,"red_thresholded",10,255,0,588.4,462.6,588.4,462.6,586,461,5,3,0.887,2550,2550,1.859,0.538,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1825",27,"red_thresholded",10,255,0,511.9,468,511.9,468,510,466,4,4,0.982,2550,2550,1.346,0.743,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1826",28,"red_thresholded",11,255,0,587.136,471.409,587.136,471.409,585,469,5,4,0.715,2805,2805,1.349,0.741,0.733,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1827",29,"red_thresholded",20,255,0,540.1,476.25,540.1,476.25,537,474,6,5,0.898,5100,5100,1.185,0.844,0.816,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1828",30,"red_thresholded",12,255,0,489.667,476.583,489.667,476.583,487,475,5,3,0.967,3060,3060,1.579,0.633,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1829",31,"red_thresholded",16,255,0,712.625,482.438,712.625,482.438,710,480,5,5,1,4080,4080,1.245,0.803,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1830",32,"red_thresholded",14,255,0,556.143,483.429,556.143,483.429,554,481,5,5,0.88,3570,3570,1.993,0.502,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1831",33,"red_thresholded",16,255,0,540,487,540,487,538,485,4,4,1,4080,4080,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1832",34,"red_thresholded",13,255,0,528.962,490.192,528.962,490.192,526,488,5,4,0.846,3315,3315,1.389,0.72,0.812,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1833",35,"red_thresholded",13,255,0,641.038,491.346,641.038,491.346,639,489,4,4,1,3315,3315,1.148,0.871,0.897,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1834",36,"red_thresholded",21,255,0,465.5,502.5,465.5,502.5,463,500,5,5,1,5355,5355,1,1,0.913,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1835",37,"red_thresholded",20,255,0,534.55,502.75,534.55,502.75,531,500,6,6,0.764,5100,5100,1.631,0.613,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1836",38,"red_thresholded",10,255,0,624.4,504.2,624.4,504.2,622,502,4,4,0.887,2550,2550,1.09,0.917,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1837",39,"red_thresholded",10,255,0,591,508.5,591,508.5,589,507,4,3,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1838",40,"red_thresholded",11,255,0,634.864,513.864,634.864,513.864,633,512,4,4,1,2805,2805,1.45,0.69,0.815,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1839",41,"red_thresholded",10,255,0,593.3,522.1,593.3,522.1,591,520,4,4,0.982,2550,2550,1.587,0.63,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1840",42,"red_thresholded",13,255,0,562.115,529.115,562.115,529.115,560,527,4,4,1,3315,3315,1.159,0.863,0.897,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1841",43,"red_thresholded",52,255,0,669.481,545.308,669.481,545.308,664,541,12,8,0.614,13260,13260,2.479,0.403,0.794,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1842",44,"red_thresholded",27,255,0,640.056,556.907,640.056,556.907,637,554,6,6,0.836,6885,6885,1.487,0.672,0.871,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1843",45,"red_thresholded",14,255,0,539.5,561.929,539.5,561.929,537,560,5,4,0.993,3570,3570,1.017,0.983,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1844",46,"red_thresholded",14,255,0,949.714,573.286,949.714,573.286,947,571,5,4,0.911,3570,3570,1.472,0.679,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1845",47,"red_thresholded",24,255,0,502.5,641.792,502.5,641.792,500,639,5,6,1,6120,6120,1.076,0.929,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1846",48,"red_thresholded",12,255,0,513.75,647.833,513.75,647.833,512,646,4,4,1,3060,3060,1.135,0.881,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1847",49,"red_thresholded",16,255,0,828.25,678,828.25,678,826,676,5,4,0.958,4080,4080,1.32,0.757,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1848",50,"red_thresholded",11,255,0,723.318,686.045,723.318,686.045,721,684,4,4,0.976,2805,2805,1.218,0.821,0.815,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1849",51,"red_thresholded",17,255,0,864.676,699.912,864.676,699.912,862,697,5,5,0.911,4335,4335,1.309,0.764,0.829,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1850",52,"red_thresholded",10,255,0,740.7,701.5,740.7,701.5,739,700,4,3,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1851",53,"red_thresholded",15,255,0,848.967,707.833,848.967,707.833,847,705,4,5,0.976,3825,3825,1.392,0.718,0.882,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1852",54,"red_thresholded",14,255,0,1001,804.714,1001,804.714,999,802,4,5,0.911,3570,3570,1.471,0.68,0.848,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"1853",55,"red_thresholded",10,255,0,994.4,832.4,994.4,832.4,992,831,5,3,0.887,2550,2550,1.577,0.634,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
