"","X.1","Label","Area","Mean","StdDev","X","Y","XM","YM","BX","BY","Width","Height","Circ.","IntDen","RawIntDen","AR","Round","Solidity","Image"
"1",1,"red_thresholded",10,255,0,294.7,34.8,294.7,34.8,293,33,4,4,0.982,2550,2550,1.491,0.67,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2",2,"red_thresholded",12,255,0,312.167,67.75,312.167,67.75,310,66,4,4,1,3060,3060,1.135,0.881,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"3",3,"red_thresholded",12,255,0,200,78.333,200,78.333,198,76,4,5,0.851,3060,3060,1.2,0.833,0.774,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"4",4,"red_thresholded",12,255,0,340.667,84.583,340.667,84.583,338,83,5,3,0.967,3060,3060,1.579,0.633,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"5",5,"red_thresholded",10,255,0,311.7,102.9,311.7,102.9,310,101,4,4,0.887,2550,2550,1.216,0.823,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"6",6,"red_thresholded",11,255,0,877.864,187.409,877.864,187.409,876,186,4,3,1,2805,2805,1.372,0.729,0.957,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"7",7,"red_thresholded",10,255,0,180.1,198.3,180.1,198.3,178,196,4,4,0.887,2550,2550,1.216,0.823,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"8",8,"red_thresholded",11,255,0,643.318,204.682,643.318,204.682,641,203,4,4,0.976,2805,2805,1.035,0.966,0.846,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"9",9,"red_thresholded",59,255,0,337.178,214.246,337.178,214.246,333,209,8,11,0.722,15045,15045,1.505,0.664,0.819,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"10",10,"red_thresholded",13,255,0,216.269,227.423,216.269,227.423,214,225,5,4,0.846,3315,3315,1.271,0.786,0.812,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"11",11,"red_thresholded",10,255,0,676.7,253.5,676.7,253.5,675,252,4,3,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"12",12,"red_thresholded",10,255,0,194.9,310.8,194.9,310.8,193,309,4,4,0.982,2550,2550,1.028,0.973,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"13",13,"red_thresholded",12,255,0,763.833,348.417,763.833,348.417,762,346,4,4,0.967,3060,3060,1.218,0.821,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"14",14,"red_thresholded",17,255,0,766.676,353.676,766.676,353.676,763,352,7,4,0.763,4335,4335,1.819,0.55,0.791,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"15",15,"red_thresholded",13,255,0,355.962,389.115,355.962,389.115,354,387,4,4,1,3315,3315,1.45,0.69,0.897,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"16",16,"red_thresholded",12,255,0,618.167,429.917,618.167,429.917,616,428,4,4,0.781,3060,3060,1.385,0.722,0.828,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"17",17,"red_thresholded",13,255,0,884.115,468.885,884.115,468.885,882,467,4,4,1,3315,3315,1.159,0.863,0.897,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"18",18,"red_thresholded",17,255,0,211.206,470.382,211.206,470.382,209,468,4,5,1,4335,4335,1.192,0.839,0.919,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"19",19,"red_thresholded",11,255,0,451.227,484.5,451.227,484.5,449,483,5,3,0.976,2805,2805,1.714,0.583,0.846,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"20",20,"red_thresholded",41,255,0,520.866,490.89,520.866,490.89,517,487,8,8,0.91,10455,10455,1.127,0.888,0.82,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"21",21,"red_thresholded",10,255,0,443,490.5,443,490.5,441,489,4,3,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"22",22,"red_thresholded",15,255,0,128.767,513.033,128.767,513.033,126,511,5,4,0.869,3825,3825,1.314,0.761,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"23",23,"red_thresholded",10,255,0,466,536.7,466,536.7,464,535,4,3,1,2550,2550,1.384,0.723,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"24",24,"red_thresholded",14,255,0,476.071,551.286,476.071,551.286,474,549,4,5,0.911,3570,3570,1.292,0.774,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"25",25,"red_thresholded",36,255,0,460.472,577.028,460.472,577.028,457,574,7,7,0.923,9180,9180,1.382,0.724,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"26",26,"red_thresholded",23,255,0,461.63,584.283,461.63,584.283,458,582,7,5,0.824,5865,5865,1.61,0.621,0.821,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"27",27,"red_thresholded",17,255,0,641.735,585.676,641.735,585.676,639,583,5,5,0.985,4335,4335,1.186,0.843,0.829,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"28",28,"red_thresholded",12,255,0,507.167,657.75,507.167,657.75,505,656,4,4,1,3060,3060,1.135,0.881,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"29",29,"red_thresholded",10,255,0,49.7,666.2,49.7,666.2,48,664,4,4,0.887,2550,2550,1.304,0.767,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"30",30,"red_thresholded",33,255,0,346.833,701.5,346.833,701.5,343,698,7,8,0.786,8415,8415,1.984,0.504,0.786,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"31",31,"red_thresholded",10,255,0,126,715.5,126,715.5,124,714,4,3,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"32",32,"red_thresholded",13,255,0,435.654,870.038,435.654,870.038,434,868,4,4,1,3315,3315,1.148,0.871,0.897,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"33",33,"red_thresholded",14,255,0,340.571,991.857,340.571,991.857,338,990,5,4,0.993,3570,3570,1.184,0.845,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"34",1,"red_thresholded",10,255,0,294.7,34.8,294.7,34.8,293,33,4,4,0.982,2550,2550,1.491,0.67,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"35",2,"red_thresholded",12,255,0,312.167,67.75,312.167,67.75,310,66,4,4,1,3060,3060,1.135,0.881,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"36",3,"red_thresholded",13,255,0,200.115,78.423,200.115,78.423,198,76,4,5,0.922,3315,3315,1.069,0.936,0.788,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"37",4,"red_thresholded",12,255,0,340.667,84.583,340.667,84.583,338,83,5,3,0.967,3060,3060,1.579,0.633,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"38",5,"red_thresholded",12,255,0,311.333,102.583,311.333,102.583,309,101,5,3,1,3060,3060,1.579,0.633,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"39",6,"red_thresholded",11,255,0,839.5,149.5,839.5,149.5,837,148,5,3,0.976,2805,2805,1.469,0.681,0.846,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"40",7,"red_thresholded",11,255,0,877.864,187.409,877.864,187.409,876,186,4,3,1,2805,2805,1.372,0.729,0.957,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"41",8,"red_thresholded",12,255,0,180,198.167,180,198.167,178,196,4,4,1,3060,3060,1.281,0.781,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"42",9,"red_thresholded",11,255,0,643.318,204.682,643.318,204.682,641,203,4,4,0.976,2805,2805,1.035,0.966,0.846,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"43",10,"red_thresholded",66,255,0,336.909,214.197,336.909,214.197,332,209,9,11,0.884,16830,16830,1.385,0.722,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"44",11,"red_thresholded",13,255,0,216.269,227.423,216.269,227.423,214,225,5,4,0.846,3315,3315,1.271,0.786,0.812,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"45",12,"red_thresholded",10,255,0,676.7,253.5,676.7,253.5,675,252,4,3,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"46",13,"red_thresholded",23,255,0,484.891,259.891,484.891,259.891,482,257,5,6,0.902,5865,5865,1.571,0.636,0.885,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"47",14,"red_thresholded",25,255,0,446.06,263.1,446.06,263.1,442,260,7,7,0.676,6375,6375,1.724,0.58,0.758,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"48",15,"red_thresholded",20,255,0,437.35,263.6,437.35,263.6,434,262,7,4,0.674,5100,5100,1.787,0.56,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"49",16,"red_thresholded",13,255,0,454.346,263.962,454.346,263.962,452,262,5,4,1,3315,3315,1.28,0.781,0.788,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"50",17,"red_thresholded",10,255,0,317.7,266.4,317.7,266.4,316,265,4,3,1,2550,2550,1.288,0.776,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"51",18,"red_thresholded",10,255,0,507.9,267.6,507.9,267.6,506,266,4,4,0.887,2550,2550,1.576,0.635,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"52",19,"red_thresholded",19,255,0,467.079,269.921,467.079,269.921,465,267,5,6,0.853,4845,4845,1.632,0.613,0.809,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"53",20,"red_thresholded",30,255,0,403.433,273.7,403.433,273.7,398,271,10,6,0.577,7650,7650,2.28,0.439,0.732,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"54",21,"red_thresholded",37,255,0,574.23,276.257,574.23,276.257,569,274,12,6,0.515,9435,9435,2.287,0.437,0.685,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"55",22,"red_thresholded",19,255,0,394.132,281.132,394.132,281.132,391,279,6,5,0.796,4845,4845,1.87,0.535,0.826,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"56",23,"red_thresholded",17,255,0,352.5,288.794,352.5,288.794,350,286,5,6,0.763,4335,4335,1.615,0.619,0.791,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"57",24,"red_thresholded",10,255,0,194.9,310.8,194.9,310.8,193,309,4,4,0.982,2550,2550,1.028,0.973,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"58",25,"red_thresholded",46,255,0,765.022,350.978,765.022,350.978,761,346,9,10,0.572,11730,11730,1.952,0.512,0.708,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"59",26,"red_thresholded",21,255,0,687.262,350.738,687.262,350.738,684,348,7,5,0.856,5355,5355,1.681,0.595,0.792,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"60",27,"red_thresholded",22,255,0,354.545,388,354.545,388,351,385,7,6,0.665,5610,5610,1.968,0.508,0.721,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"61",28,"red_thresholded",15,255,0,162.5,407.5,162.5,407.5,160,406,5,3,1,3825,3825,1.667,0.6,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"62",29,"red_thresholded",10,255,0,916.8,427.8,916.8,427.8,914,426,5,3,0.806,2550,2550,1.853,0.54,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"63",30,"red_thresholded",19,255,0,617.605,429.605,617.605,429.605,615,427,5,5,0.796,4845,4845,1.468,0.681,0.844,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"64",31,"red_thresholded",10,255,0,434.1,445.2,434.1,445.2,432,443,4,4,0.982,2550,2550,1.028,0.973,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"65",32,"red_thresholded",38,255,0,420.211,456.421,420.211,456.421,416,453,8,7,0.766,9690,9690,1.291,0.774,0.835,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"66",33,"red_thresholded",13,255,0,884.115,468.885,884.115,468.885,882,467,4,4,1,3315,3315,1.159,0.863,0.897,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"67",34,"red_thresholded",17,255,0,211.206,470.382,211.206,470.382,209,468,4,5,1,4335,4335,1.192,0.839,0.919,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"68",35,"red_thresholded",10,255,0,523,473,523,473,521,471,4,4,0.982,2550,2550,1.316,0.76,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"69",36,"red_thresholded",15,255,0,451.7,484.433,451.7,484.433,449,482,5,4,0.976,3825,3825,1.474,0.678,0.882,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"70",37,"red_thresholded",40,255,0,520.85,490.8,520.85,490.8,517,487,8,7,0.953,10200,10200,1.157,0.864,0.851,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"71",38,"red_thresholded",11,255,0,443.136,490.591,443.136,490.591,441,489,4,3,1,2805,2805,1.372,0.729,0.957,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"72",39,"red_thresholded",10,255,0,603.3,499.6,603.3,499.6,601,498,4,3,1,2550,2550,1.288,0.776,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"73",40,"red_thresholded",24,255,0,505.042,510.875,505.042,510.875,502,508,6,6,0.86,6120,6120,1.155,0.866,0.814,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"74",41,"red_thresholded",15,255,0,128.767,513.033,128.767,513.033,126,511,5,4,0.869,3825,3825,1.314,0.761,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"75",42,"red_thresholded",17,255,0,469.676,517.382,469.676,517.382,467,515,5,5,0.911,4335,4335,1.171,0.854,0.81,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"76",43,"red_thresholded",10,255,0,466,536.7,466,536.7,464,535,4,3,1,2550,2550,1.384,0.723,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"77",44,"red_thresholded",13,255,0,476.346,550.962,476.346,550.962,474,549,5,4,1,3315,3315,1.416,0.706,0.812,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"78",45,"red_thresholded",10,255,0,463,563.3,463,563.3,461,562,4,3,1,2550,2550,1.327,0.753,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"79",46,"red_thresholded",53,255,0,460.557,579.745,460.557,579.745,456,574,8,12,0.423,13515,13515,2.021,0.495,0.693,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"80",47,"red_thresholded",17,255,0,641.735,585.676,641.735,585.676,639,583,5,5,0.985,4335,4335,1.186,0.843,0.829,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"81",48,"red_thresholded",19,255,0,362.342,588.553,362.342,588.553,360,586,5,5,1,4845,4845,1.009,0.991,0.864,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"82",49,"red_thresholded",14,255,0,507.857,657.714,507.857,657.714,505,656,5,4,0.911,3570,3570,1.296,0.771,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"83",50,"red_thresholded",10,255,0,49.7,666.5,49.7,666.5,48,665,4,3,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"84",51,"red_thresholded",34,255,0,346.824,701.588,346.824,701.588,343,698,7,8,0.685,8670,8670,1.916,0.522,0.782,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"85",52,"red_thresholded",10,255,0,126,715.5,126,715.5,124,714,4,3,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"86",53,"red_thresholded",15,255,0,435.633,869.9,435.633,869.9,433,868,5,4,0.976,3825,3825,1.187,0.843,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"87",54,"red_thresholded",14,255,0,340.571,991.857,340.571,991.857,338,990,5,4,0.993,3570,3570,1.184,0.845,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"88",1,"red_thresholded",54,255,0,979.481,230.796,979.481,230.796,975,226,9,10,0.637,13770,13770,1.186,0.843,0.794,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_10_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"89",2,"red_thresholded",35,255,0,710.214,444.443,710.214,444.443,706,442,10,5,0.755,8925,8925,1.706,0.586,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_10_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"90",3,"red_thresholded",27,255,0,701.648,449.5,701.648,449.5,699,445,6,8,0.431,6885,6885,1.539,0.65,0.711,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_10_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"91",4,"red_thresholded",12,255,0,399.25,514.167,399.25,514.167,397,512,4,4,1,3060,3060,1.135,0.881,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_10_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"92",5,"red_thresholded",10,255,0,392,521.5,392,521.5,390,520,4,3,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_10_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
