"","X.1","Label","Area","Mean","StdDev","X","Y","XM","YM","BX","BY","Width","Height","Circ.","IntDen","RawIntDen","AR","Round","Solidity","Image"
"99",11,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_16_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",24,255,0,476.458,740.125,476.458,740.125,474,737,6,6,0.916,6120,6120,1.168,0.856,0.842,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_16_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"100",12,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_16_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,436.5,755,436.5,755,436,754,1,2,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_16_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"101",13,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_16_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",7,255,0,751.214,811.214,751.214,811.214,750,809,3,4,0.8,1785,1785,1.835,0.545,0.737,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_16_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"102",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_17_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",17,255,0,300.441,275.265,300.441,275.265,298,273,5,4,1,4335,4335,1.336,0.749,0.919,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_17_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"103",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_17_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",29,255,0,475.086,383.741,475.086,383.741,472,380,7,7,0.727,7395,7395,1.445,0.692,0.773,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_17_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"104",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_17_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",11,255,0,335.045,390.318,335.045,390.318,333,388,4,4,0.976,2805,2805,1.45,0.689,0.846,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_17_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"105",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_18_1_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",6,255,0,518.5,437.333,518.5,437.333,517,436,3,3,1,1530,1530,1.809,0.553,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_18_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"106",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_18_1_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",16,255,0,547.75,461.625,547.75,461.625,545,459,5,5,0.772,4080,4080,1.369,0.731,0.78,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_18_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"107",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_18_1_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",10,255,0,613.4,544.1,613.4,544.1,611,542,4,4,0.709,2550,2550,1.085,0.922,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_18_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"108",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_18_1_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",7,255,0,609.5,585.5,609.5,585.5,608,584,3,3,1,1785,1785,1.596,0.626,0.875,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_18_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"109",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_19_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",3,255,0,523.5,262.5,523.5,262.5,523,261,1,3,0.809,765,765,3,0.333,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_19_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"110",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_19_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",3,255,0,389.5,321.5,389.5,321.5,388,321,3,1,0.967,765,765,3,0.333,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_19_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"111",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_19_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",8,255,0,467.625,478.625,467.625,478.625,466,477,3,3,1,2040,2040,1.229,0.814,0.941,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_19_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"112",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_19_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",11,255,0,1008.682,879.409,1008.682,879.409,1007,877,3,5,0.887,2805,2805,2.173,0.46,0.846,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_19_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"113",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",13,255,0,631.808,472.115,631.808,472.115,629,470,5,4,0.922,3315,3315,1.78,0.562,0.812,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"114",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",13,255,0,385.731,477.115,385.731,477.115,384,475,4,4,1,3315,3315,1.093,0.915,0.897,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"115",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",5,255,0,745.3,267.1,745.3,267.1,744,266,3,2,1,1275,1275,1.553,0.644,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"116",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",3,255,0,578.5,278.5,578.5,278.5,577,278,3,1,0.967,765,765,3,0.333,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"117",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",4,255,0,578.5,282.5,578.5,282.5,577,281,3,3,0.698,1020,1020,1.581,0.632,0.615,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"118",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",7,255,0,666.214,362.357,666.214,362.357,664,361,4,3,0.687,1785,1785,1.532,0.653,0.7,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"119",5,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",14,255,0,632.214,472.643,632.214,472.643,629,471,6,4,0.75,3570,3570,1.287,0.777,0.757,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"120",6,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",6,255,0,572,475,572,475,570,474,4,2,0.916,1530,1530,2.082,0.48,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"121",7,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",30,255,0,385.6,477.467,385.6,477.467,382,475,7,5,1,7650,7650,1.328,0.753,0.923,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"122",8,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",43,255,0,643.407,491.64,643.407,491.64,640,488,7,8,0.867,10965,10965,1.258,0.795,0.887,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"123",9,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,111,553.5,111,553.5,110,553,2,1,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"124",10,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",1,255,0,552.5,797.5,552.5,797.5,552,797,1,1,1,255,255,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_2_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"125",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",8,255,0,265.375,170.625,265.375,170.625,264,169,3,3,1,2040,2040,1.229,0.814,0.941,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"126",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",17,255,0,91.735,265.912,91.735,265.912,89,264,6,4,0.713,4335,4335,1.433,0.698,0.81,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"127",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",15,255,0,201.1,300.633,201.1,300.633,199,298,4,5,0.976,3825,3825,1.53,0.654,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"128",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",18,255,0,317,364,317,364,314,362,6,4,0.965,4590,4590,1.267,0.789,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"129",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",1,255,0,603.5,500.5,603.5,500.5,603,500,1,1,1,255,255,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"130",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",15,255,0,183.1,8.433,183.1,8.433,180,6,5,5,0.804,3825,3825,1.242,0.805,0.789,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"131",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",23,255,0,276.543,55.761,276.543,55.761,274,53,5,6,1,5865,5865,1.205,0.83,0.885,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"132",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",25,255,0,645.22,413.3,645.22,413.3,643,410,5,7,0.842,6375,6375,1.459,0.685,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"133",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",5,255,0,565.1,461.3,565.1,461.3,564,460,2,3,1,1275,1275,1.553,0.644,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"134",5,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",10,255,0,643.4,486.7,643.4,486.7,641,485,5,3,0.887,2550,2550,1.69,0.592,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"135",6,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,722,488.5,722,488.5,721,488,2,1,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"136",7,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",5,255,0,602.7,499.3,602.7,499.3,602,497,2,4,0.674,1275,1275,2.749,0.364,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"137",8,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",15,255,0,634.1,500.9,634.1,500.9,632,499,4,4,1,3825,3825,1.137,0.88,0.968,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"138",9,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",5,255,0,593.7,519.9,593.7,519.9,592,519,3,2,1,1275,1275,1.553,0.644,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"139",10,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,570,532.5,570,532.5,569,532,2,1,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"140",11,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",10,255,0,555.6,540.7,555.6,540.7,554,539,3,4,1,2550,2550,1.288,0.776,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"141",12,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",5,255,0,598.7,626.1,598.7,626.1,597,625,3,2,1,1275,1275,1.553,0.644,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"142",13,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",61,255,0,637.5,661.057,637.5,661.057,633,656,9,10,0.935,15555,15555,1.366,0.732,0.871,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"143",14,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",6,255,0,644.667,701,644.667,701,643,699,3,4,0.686,1530,1530,2.023,0.494,0.706,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_3_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"144",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",17,255,0,901.853,510.441,901.853,510.441,899,508,5,5,0.763,4335,4335,1.191,0.839,0.81,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"145",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",9,255,0,29.167,83.833,29.167,83.833,27,82,4,3,0.923,2295,2295,1.758,0.569,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"146",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",23,255,0,1014.457,150.935,1014.457,150.935,1011,148,7,5,0.824,5865,5865,1.558,0.642,0.821,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"147",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",27,255,0,282.352,317.833,282.352,317.833,279,314,6,8,0.51,6885,6885,1.999,0.5,0.73,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"148",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",19,255,0,395.974,388.763,395.974,388.763,394,385,4,7,0.681,4845,4845,1.802,0.555,0.792,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"149",5,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",3,255,0,610.167,503.167,610.167,503.167,609,502,2,2,1,765,765,1.464,0.683,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"150",6,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",13,255,0,902.5,510.654,902.5,510.654,900,509,5,3,1,3315,3315,1.622,0.617,0.929,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"151",7,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",10,255,0,646.4,539.5,646.4,539.5,644,538,5,3,0.887,2550,2550,1.613,0.62,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"152",8,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,663,625.5,663,625.5,662,625,2,1,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_4_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"153",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",10,255,0,325.7,774.4,325.7,774.4,324,772,3,5,0.806,2550,2550,1.69,0.592,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"154",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",13,255,0,685.962,244.885,685.962,244.885,684,243,4,4,1,3315,3315,1.45,0.69,0.897,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"155",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",21,255,0,766.31,400.262,766.31,400.262,764,396,5,8,0.466,5355,5355,2.392,0.418,0.667,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"156",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",24,255,0,762.25,420.5,762.25,420.5,760,418,5,6,0.883,6120,6120,1.294,0.773,0.906,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"157",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,579.5,524,579.5,524,579,523,1,2,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"158",5,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",12,255,0,691.333,613,691.333,613,689,611,4,4,0.967,3060,3060,1.106,0.905,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"159",6,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",3,255,0,493.833,653.833,493.833,653.833,493,653,2,2,1,765,765,1.464,0.683,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"160",7,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,608,661.5,608,661.5,607,661,2,1,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
