"","X.1","Label","Area","Mean","StdDev","X","Y","XM","YM","BX","BY","Width","Height","Circ.","IntDen","RawIntDen","AR","Round","Solidity","Image"
"161",8,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",10,255,0,608,683.3,608,683.3,606,682,4,3,1,2550,2550,1.327,0.753,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"162",9,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,241,717.5,241,717.5,240,717,2,1,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"163",10,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",14,255,0,645.714,770.429,645.714,770.429,643,768,5,5,0.75,3570,3570,1.214,0.824,0.737,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"164",11,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",18,255,0,326.444,774,326.444,774,324,771,5,6,0.868,4590,4590,1.115,0.897,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"165",12,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",13,255,0,287.885,801.423,287.885,801.423,285,800,6,3,0.846,3315,3315,1.829,0.547,0.839,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"166",13,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",8,255,0,463.375,823.75,463.375,823.75,461,822,4,3,0.82,2040,2040,1.54,0.649,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"167",14,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",5,255,0,498.3,847.3,498.3,847.3,497,846,3,3,0.873,1275,1275,2.308,0.433,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"168",15,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",1,255,0,260.5,912.5,260.5,912.5,260,912,1,1,1,255,255,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_5_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"169",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",44,255,0,576.727,305.023,576.727,305.023,573,301,8,9,0.747,11220,11220,1.386,0.721,0.815,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"170",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",26,255,0,165.808,671.077,165.808,671.077,163,668,6,6,0.993,6630,6630,1.216,0.822,0.867,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"171",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",26,255,0,529.192,237.385,529.192,237.385,526,234,6,7,0.743,6630,6630,1.327,0.753,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"172",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",6,255,0,600.833,338.333,600.833,338.333,599,337,3,3,0.916,1530,1530,1.124,0.89,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"173",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",26,255,0,407,445.923,407,445.923,404,442,6,8,0.703,6630,6630,2.01,0.498,0.776,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"174",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",21,255,0,337.929,510.929,337.929,510.929,336,508,4,6,0.971,5355,5355,1.643,0.609,0.933,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_6_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"175",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",1,255,0,282.5,108.5,282.5,108.5,282,108,1,1,1,255,255,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"176",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",5,255,0,94.9,229.7,94.9,229.7,94,228,2,3,1,1275,1275,1.553,0.644,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"177",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",3,255,0,10.5,293.167,10.5,293.167,9,292,3,2,0.524,765,765,1.567,0.638,0.6,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"178",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",8,255,0,329.625,308.625,329.625,308.625,328,307,3,3,1,2040,2040,1.229,0.814,0.941,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"179",5,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",6,255,0,446.167,451.5,446.167,451.5,444,450,4,3,0.686,1530,1530,2.153,0.464,0.667,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"180",6,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",8,255,0,512,468.5,512,468.5,510,467,4,3,1,2040,2040,1.195,0.837,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"181",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",1,255,0,282.5,108.5,282.5,108.5,282,108,1,1,1,255,255,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"182",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",1,255,0,176.5,122.5,176.5,122.5,176,122,1,1,1,255,255,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"183",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",11,255,0,198.773,151.409,198.773,151.409,196,150,5,3,0.887,2805,2805,1.892,0.528,0.88,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"184",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",6,255,0,94.667,229.5,94.667,229.5,93,228,3,3,1,1530,1530,1.809,0.553,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"185",5,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",7,255,0,474.214,237.5,474.214,237.5,473,236,3,3,1,1785,1785,1.069,0.936,0.875,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"186",6,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",7,255,0,484.643,256.214,484.643,256.214,483,255,3,3,1,1785,1785,1.38,0.725,0.875,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"187",7,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",4,255,0,10,293,10,293,9,292,2,2,1,1020,1020,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"188",8,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,447,451.5,447,451.5,446,451,2,1,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"189",9,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",3,255,0,535.5,504.833,535.5,504.833,534,504,3,2,0.524,765,765,1.567,0.638,0.6,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"190",10,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",6,255,0,592.667,522,592.667,522,591,520,3,4,0.686,1530,1530,2.023,0.494,0.706,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"191",11,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",6,255,0,540,561,540,561,538,560,4,2,0.916,1530,1530,2.082,0.48,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"192",12,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",4,255,0,948.5,572.25,948.5,572.25,947,571,3,2,1,1020,1020,1.468,0.681,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"193",13,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",5,255,0,723.3,685.1,723.3,685.1,722,684,3,2,1,1275,1275,1.553,0.644,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_7_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"194",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",7,255,0,482.643,561.214,482.643,561.214,480,560,5,2,0.718,1785,1785,2.423,0.413,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"195",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",13,255,0,478.192,402.885,478.192,402.885,476,401,5,4,0.922,3315,3315,1.372,0.729,0.812,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"196",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",5,255,0,482.9,560.7,482.9,560.7,481,560,4,2,0.764,1275,1275,2.188,0.457,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"197",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",12,255,0,554,565.5,554,565.5,552,564,4,3,1,3060,3060,1.333,0.75,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"198",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",8,255,0,734.75,721.25,734.75,721.25,733,720,4,3,1,2040,2040,1.416,0.706,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"199",5,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",14,255,0,724.929,831.5,724.929,831.5,723,829,4,5,0.993,3570,3570,1.017,0.983,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_8_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"200",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_9_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",10,255,0,770.7,165.2,770.7,165.2,769,163,4,4,0.887,2550,2550,1.304,0.767,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_9_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"201",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_9_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",3,255,0,648.5,349.167,648.5,349.167,647,348,3,2,0.754,765,765,2.702,0.37,0.667,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_9_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"202",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_9_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",16,255,0,680.75,374.875,680.75,374.875,678,373,5,4,1,4080,4080,1.15,0.869,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_9_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"203",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_9_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,401.5,627,401.5,627,401,626,1,2,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_9_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"204",5,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_9_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",3,255,0,514.167,707.167,514.167,707.167,513,706,2,2,1,765,765,1.464,0.683,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_GS_100X_2X_9_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"205",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",9,255,0,689.389,460.056,689.389,460.056,687,459,5,3,0.799,2295,2295,1.711,0.584,0.783,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_1_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"206",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_10_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",12,255,0,619.833,505.917,619.833,505.917,617,504,6,5,0.458,3060,3060,2.139,0.468,0.571,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_10_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"207",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_10_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,561,510.5,561,510.5,560,510,2,1,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_10_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"208",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_10_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",8,255,0,421,552,421,552,419,551,4,2,1,2040,2040,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_10_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"209",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_10_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",45,255,0,521.211,575.456,521.211,575.456,517,572,8,7,0.97,11475,11475,1.272,0.786,0.9,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_10_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"210",5,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_10_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",1,255,0,403.5,584.5,403.5,584.5,403,584,1,1,1,255,255,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_10_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"211",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_11_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",2,255,0,700,505.5,700,505.5,699,505,2,1,1,510,510,2,0.5,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_11_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"212",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_11_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",5,255,0,700.9,519.3,700.9,519.3,700,518,2,3,1,1275,1275,1.553,0.644,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_11_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"213",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_11_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",13,255,0,517.346,603.731,517.346,603.731,516,601,3,5,0.956,3315,3315,1.796,0.557,0.929,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_11_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"214",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_11_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",7,255,0,581.5,662.643,581.5,662.643,580,661,3,3,0.8,1785,1785,1.247,0.802,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_11_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"215",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_12_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",11,255,0,815.318,431.682,815.318,431.682,813,430,4,4,0.976,2805,2805,1.035,0.966,0.846,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_12_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"216",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_12_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",11,255,0,325.773,881.318,325.773,881.318,323,880,5,3,0.887,2805,2805,1.619,0.618,0.846,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_12_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"217",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-1_nuc_cleared.tiff_colocs",15,255,0,909.033,122.767,909.033,122.767,907,120,4,6,0.804,3825,3825,1.747,0.572,0.789,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-1_nuc_cleared_colocResults_0.csv"
"218",1,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",10,255,0,815.3,193.8,815.3,193.8,814,192,3,4,1,2550,2550,1.559,0.641,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"219",2,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",1,255,0,676.5,299.5,676.5,299.5,676,299,1,1,1,255,255,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"220",3,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",16,255,0,724,302,724,302,722,300,4,4,1,4080,4080,1,1,1,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"221",4,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",9,255,0,772.944,329.833,772.944,329.833,771,328,4,3,1,2295,2295,1.536,0.651,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
"222",5,"Output\240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-2_nuc_cleared.tiff_colocs",9,255,0,643.944,399.056,643.944,399.056,642,397,4,4,0.884,2295,2295,1.174,0.852,0.72,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_13_oir_cropped_inside_tif_corrected-2_nuc_cleared_colocResults_0.csv"
