Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\WT_Pair2_L2R1_1-3_0_25.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_0_50.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_0_75.tif,667,670,320,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_1_00.tif,667,925,312,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_0_00.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_0_25.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_0_50.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_0_75.tif,667,712,330,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_1_00.tif,667,1031,312,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_0_00.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_0_25.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_0_50.tif,667,631,316,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_0_75.tif,660,721,273,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_1_00.tif,590,1214,156,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_0_00.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_0_25.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_0_50.tif,667,665,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_0_75.tif,660,613,295,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_1_00.tif,569,720,188,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_0_00.tif,801,666,399,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_0_25.tif,558,666,277,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_0_50.tif,533,654,260,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_0_75.tif,556,603,236,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_1_00.tif,360,698,71,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_0_00.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_0_25.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_0_50.tif,644,680,298,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_0_75.tif,478,1071,149,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_1_00.tif,310,1807,110,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_0_00.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_0_25.tif,667,666,332,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_0_50.tif,667,663,330,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_0_75.tif,627,631,276,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_1_00.tif,547,832,197,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
