Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\WT_Pair1_L2R1_1-3_sim_0_75.tif,1045,1605,583,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R1_1-3_sim_1_00.tif,1058,4976,438,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R2_1-3_sim_0_00.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R2_1-3_sim_0_25.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R2_1-3_sim_0_50.tif,1000,999,998,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R2_1-3_sim_0_75.tif,981,1289,862,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R2_1-3_sim_1_00.tif,1037,4552,731,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_0_00.tif,1200,1000,799,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_0_25.tif,1130,1000,799,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_0_50.tif,1054,994,804,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_0_75.tif,1117,754,732,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_1_00.tif,3635,1268,707,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_00.tif,1000,1000,799,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_25.tif,1000,1000,799,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_50.tif,1000,999,800,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_75.tif,1000,1520,795,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_1_00.tif,1000,4803,740,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_00.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_25.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_50.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_75.tif,1000,1229,993,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_1_00.tif,1000,3790,850,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_00.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_25.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_50.tif,1000,957,950,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_75.tif,1000,1901,691,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_1_00.tif,1000,5374,506,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_00.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_25.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_50.tif,1000,1036,976,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_75.tif,999,4295,895,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_1_00.tif,1572,5779,940,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_00.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_25.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_50.tif,992,973,964,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_75.tif,854,1540,809,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_1_00.tif,997,5042,538,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_00.tif,1000,1000,799,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_25.tif,1000,1000,806,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_50.tif,1000,965,842,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_75.tif,949,3683,492,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_1_00.tif,789,5751,382,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_00.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_25.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_50.tif,1000,1000,999,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_75.tif,1000,1619,987,0,0,0,0,0,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_1_00.tif,964,4798,819,0,0,0,0,0,4,4,1,pixels
