Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\KO_Pair3_L2R3_1-3_sim_1_00.tif,998,401,400,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\KO_Pair3_L2R3_13-15_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\KO_Pair3_L2R3_13-15_sim_0_25.tif,1000,1192,1191,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\KO_Pair3_L2R3_13-15_sim_0_50.tif,1000,1001,945,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\KO_Pair3_L2R3_13-15_sim_0_75.tif,1000,1000,802,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\KO_Pair3_L2R3_13-15_sim_1_00.tif,1000,853,652,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R1_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R1_1-3_sim_0_25.tif,1000,1000,857,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R1_1-3_sim_0_50.tif,1200,641,599,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R1_1-3_sim_0_75.tif,1001,477,276,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R1_1-3_sim_1_00.tif,757,438,229,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R2_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R2_1-3_sim_0_25.tif,997,1000,996,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R2_1-3_sim_0_50.tif,798,800,797,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R2_1-3_sim_0_75.tif,603,799,601,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R2_1-3_sim_1_00.tif,451,623,254,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_0_25.tif,1003,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_0_50.tif,1001,683,680,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_0_75.tif,906,587,466,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_1_00.tif,573,223,167,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_25.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_50.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_75.tif,1000,815,765,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_1_00.tif,1000,772,613,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_25.tif,1000,1207,1199,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_50.tif,1000,1084,1083,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_75.tif,1000,649,612,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_1_00.tif,1000,701,594,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_25.tif,1000,875,857,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_50.tif,1000,800,599,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_75.tif,1000,792,591,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_1_00.tif,966,331,186,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_25.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
