Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\WT_Pair1_L2R3_1-3_sim_0_50.tif,991,928,916,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_0_75.tif,855,804,638,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair1_L2R3_1-3_sim_1_00.tif,548,853,220,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_25.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_50.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_0_75.tif,1000,985,956,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R1_1-3_sim_1_00.tif,1000,1175,890,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_25.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_50.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_0_75.tif,1000,1037,995,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R2_1-3_sim_1_00.tif,1000,1280,888,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_25.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_50.tif,1000,945,943,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_0_75.tif,977,929,781,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair2_L2R3_1-3_sim_1_00.tif,892,1277,386,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_25.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_50.tif,1000,988,987,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_75.tif,990,893,870,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_1_00.tif,825,835,495,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_00.tif,1200,1000,1199,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_25.tif,820,1000,819,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_50.tif,800,983,782,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_75.tif,843,854,678,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_1_00.tif,556,852,244,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_25.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_50.tif,920,999,878,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_75.tif,699,1132,388,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_1_00.tif,479,1851,258,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_25.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_50.tif,996,991,986,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_75.tif,909,911,793,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_1_00.tif,812,1019,547,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
