Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 9.tif,623,412,143,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 1.tif,414,469,106,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 10.tif,826,1213,263,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 11.tif,756,722,248,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 12.tif,771,576,230,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 13.tif,566,555,124,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 14.tif,970,646,300,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 15.tif,541,772,86,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 16.tif,813,1081,285,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 17.tif,1047,624,255,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 18.tif,931,832,304,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 19.tif,1121,975,420,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 2.tif,756,634,208,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 20.tif,988,870,336,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 21.tif,930,895,388,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 3.tif,722,735,211,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 4.tif,476,660,132,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 5.tif,367,517,103,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 6.tif,872,625,234,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 7.tif,694,812,226,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 8.tif,687,616,208,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Cx ACM - 9.tif,703,850,184,0,0,0,0,0,4,4,264.550,microns
